TRANSACTION_AMT,OCCUPATION,CMTE_NM,CMTE_PTY_AFFILIATION
10,RETIRED PRINCIPAL,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED PRINCIPAL,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED PRINCIPAL,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED PRINCIPAL,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED PRINCIPAL,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED PRINCIPAL,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED PRINCIPAL,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED PRINCIPAL,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED PHYSICIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED MILITARY.,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED MILITARY.,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED MILITARY.,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED MILITARY.,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED MILITARY.,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED MILITARY,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED MILITARY,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED MILITARY,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED MILITARY,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED MILITARY,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED DBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED DBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED DBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED DBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED DBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED DBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED DBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED DBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED DBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED DBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED DBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED DBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED DBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED - STILL WORKING PART-TIME,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,TAMMY BALDWIN FOR SENATE,DEM
10,RETIRED,TAMMY BALDWIN FOR SENATE,DEM
10,RETIRED,ELIZABETH FOR MA INC,DEM
10,RETIRED,ELIZABETH FOR MA INC,DEM
10,RETIRED,ELIZABETH FOR MA INC,DEM
10,RETIRED,ELIZABETH FOR MA INC,DEM
10,RETIRED,ELIZABETH FOR MA INC,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,TAMMY FOR ILLINOIS,DEM
10,RETIRED,TAMMY FOR ILLINOIS,DEM
10,RETIRED,TAMMY FOR ILLINOIS,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,NANCY PELOSI FOR CONGRESS,DEM
10,RETIRED,NANCY PELOSI FOR CONGRESS,DEM
10,RETIRED,ELIZABETH FOR MA INC,DEM
10,RETIRED,ELIZABETH FOR MA INC,DEM
10,RETIRED,ELIZABETH FOR MA INC,DEM
10,RETIRED,ELIZABETH FOR MA INC,DEM
10,RETIRED,ELIZABETH FOR MA INC,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,HILLARY FOR AMERICA,DEM
10,RETIRED,HILLARY FOR AMERICA,DEM
10,RETIRED,HILLARY FOR AMERICA,DEM
10,RETIRED,HILLARY FOR AMERICA,DEM
10,RETIRED,HILLARY FOR AMERICA,DEM
10,RETIRED,HILLARY FOR AMERICA,DEM
10,RETIRED,HILLARY FOR AMERICA,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,DCCC,DEM
10,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,BERNIE 2016,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RETIRED,DSCC,DEM
10,RESEARCHER,BERNIE 2016,DEM
10,RESEARCHER,BERNIE 2016,DEM
10,RESEARCHER,BERNIE 2016,DEM
10,RESEARCHER,BERNIE 2016,DEM
10,REGISTERED NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,REGISTERED NURSE,BERNIE 2016,DEM
10,REGISTERED NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,REGISTERED NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,REGISTERED NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,REALTOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,REALTOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,REALTOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,REALTOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
